createdAt,retweetCount,viewCount,id,isReply,text,text_limpio,sentiment
Thu Mar 06 02:30:29 +0000 2025,0,11,1897474839612440657,True,"@jezs_90 @Chileno17039890 No me toquen al Merluzo y menos a la Toha... pero 
Yo les dije a todos que no votarán por el Boric porque iba a quedar la caga... https://t.co/oCLbanLUZh",toquen merluzo menos toha dije votarán boric iba quedar caga,Negative
Thu Mar 06 02:30:00 +0000 2025,0,3,1897474716690239787,True,"@Carolina_Toha Tu y el gobierno deL.MERLUZO SON ASESINOS, MILES DE MUERTES EN LAS LISTAS DE ESPERA,  MALDITOS SEAN NI UN VOTO MAS PARA USTEDES ASESINOS QLOS",gobierno delmerluzo asesinos miles muertes listas espera malditos voto mas ustedes asesinos qlos,Negative
Thu Mar 06 02:28:23 +0000 2025,0,8,1897474309649555815,True,"@estamosconboric @Carolina_Toha @GabrielBoric Esta cara de 🦅 es igual a la “mejor Directora de Presupuesto” javiera Martínez, según Marcel, o sea ambas ineficientes totales, son como hijas Violetas de Merluzo, otro ineficiente, pero además loco de patio, pobre Chilito!!!!",cara igual mejor directora presupuesto javiera martínez según marcel ambas ineficientes totales hijas violetas merluzo ineficiente además loco patio pobre chilito,Negative
Thu Mar 06 02:23:42 +0000 2025,0,9,1897473130957869102,True,"@CNNChile Hacen lo
Mismo que uds hicieron cuando eran oposición . Aguántala ahora merluzo
conche tu madr$",hacen mismo uds hicieron oposición aguántala ahora merluzo conche madr,Negative
Thu Mar 06 02:20:41 +0000 2025,0,8,1897472370857693687,True,"@camilo_anania @GabrielBoric Retomaste merluzo loco de nuevo el papel de Generalísimo de campañas políticas????eres muy penca, no te digo otra palabra porque te reconozco como presidente de Chile no como tu, que gobiernas,solo para tu lado de ladrones, corruptos, violadores, inmorales o sea tus iguales",retomaste merluzo loco nuevo papel generalísimo campañas políticaseres penca digo palabra reconozco presidente chile gobiernassolo lado ladrones corruptos violadores inmorales iguales,Negative
Thu Mar 06 02:18:19 +0000 2025,0,133,1897471777875394791,True,@Bastian_Quezad @ciper Jajajaja hombre honesto 🤣🤣🤣🤣.: también dejó quebrado Chile como ella merluzo …  hasta yo lo sé .. solo hay que leer un poco,jajajaja hombre honesto dejó quebrado chile merluzo sé solo leer,Negative
Thu Mar 06 02:17:02 +0000 2025,1,15,1897471452267299037,False,#CariolaGate,cariolagate,Neutral
Thu Mar 06 02:13:21 +0000 2025,0,11,1897470526500618291,True,"@chvnoticias No es por defender al Merluzo, pero esta bien que no lo reciba. Milei es un estúpido!",defender merluzo bien reciba milei estúpido,Negative
Thu Mar 06 02:12:39 +0000 2025,0,7,1897470350679527661,True,"@biobio este se vendio alli vemos el capitalismo usurero que es malo la usura detras  ,y ademas la dictadura de  que si no le dan su chupoete hace ravietas y echa a todos osea un weon pendejo como merluzo marxistas",vendio alli vemos capitalismo usurero malo usura detras ademas dictadura si dan chupoete hace ravietas echa osea weon pendejo merluzo marxistas,Negative
Thu Mar 06 02:10:31 +0000 2025,0,15,1897469811950543273,True,@cristian_arayal @Nathalie_lav Andate luego merluzo ignorante,andate luego merluzo ignorante,Negative
Thu Mar 06 02:09:56 +0000 2025,0,35,1897469665535836651,True,@PameGatuna @Cami_FloresO A esta la tengo entre cejas y cejas,cejas cejas,Neutral
Thu Mar 06 02:06:16 +0000 2025,0,1,1897468745188094419,True,@Concien92107925 @BenavidesMunoz @canaldemati_ MERLUZO TRAVESTI WOKE Y VOTA @Jou_Kaiser   primarias eso si https://t.co/H05cHjXVYo,merluzo travesti woke vota primarias si,Neutral
Thu Mar 06 02:05:01 +0000 2025,3,139,1897468428178399645,True,"@GabrielBoric No te olvides de vestirte adecuadamente Merluzo CTM. O te volverán a despreciar en la cena de gala. De cuántas te han dejado fuera por indecente, hediondo y mamarracho...No te enseñaron algo en la casa... o solamente técnicas de mecheros ? https://t.co/RXmamknuy2",olvides vestirte adecuadamente merluzo ctm volverán despreciar cena gala cuántas dejado indecente hediondo mamarrachono enseñaron casa solamente técnicas mecheros,Negative
Thu Mar 06 02:04:55 +0000 2025,0,9,1897468403117404498,True,@rholeg Papelucho es continuidad de la mierda de gobierno del  Merluzo... no sirve,papelucho continuidad mierda gobierno merluzo sirve,Negative
Thu Mar 06 02:04:14 +0000 2025,0,13,1897468231272501499,True,@chaco95450 @aquiradiomoscu el merluzo ya dijo que el culpable es el empresariado,merluzo dijo culpable empresariado,Negative
Thu Mar 06 02:03:45 +0000 2025,0,7,1897468109960716514,True,@GabrielBoric @Carolina_Toha Merluzo CTM corrupto,merluzo ctm corrupto,Negative
Thu Mar 06 02:03:13 +0000 2025,0,4,1897467976699245001,True,@Chile_Objetivo @Chileno17039890 MERLUZO TRAVESTI WOKE Y VOTA @Jou_Kaiser   primarias eso si https://t.co/S1MpwnytNv,merluzo travesti woke vota primarias si,Neutral
Thu Mar 06 02:01:48 +0000 2025,1,338,1897467621974462792,True,@Carito21SA Dale las gracias al Merluzo,dale gracias merluzo,Neutral
Thu Mar 06 02:00:15 +0000 2025,0,13,1897467228213149714,False,Es muy obvio. Pero en Chile te dirán que hay un merluzo por allí que cumple.,obvio chile dirán merluzo allí cumple,Neutral
Thu Mar 06 01:58:23 +0000 2025,0,2,1897466759646433499,True,@El_Ciudadano Muy bien Desbordes,bien desbordes,Positive
Thu Mar 06 01:57:44 +0000 2025,0,5,1897466595879813421,True,@EugeFigueroaB Viene por 5 horas a dar una charla,viene horas dar charla,Neutral
Thu Mar 06 01:57:12 +0000 2025,0,11,1897466462547108039,True,@holaeedu Lo mismo decían con el merluzo y muchos se arrepienten,mismo decían merluzo arrepienten,Negative
Thu Mar 06 01:52:48 +0000 2025,0,12,1897465356878221725,True,@KarolCariola Una madre delincuente 👌,madre delincuente,Negative
Thu Mar 06 01:49:58 +0000 2025,0,40,1897464642479247757,True,"@Jou_Kaiser Don Johannes, le agradecemos su intención de querer ser Presidente de Chile y de seguro lo haria mejor que el merluzo, pero ciertamente, tenemos que fortalecer la figura de @joseantoniokast, usted vaya como Ministro del Interior y Matthei como Ministra Vocera, así salvamos Chile.",don johannes agradecemos intención querer ser presidente chile seguro haria mejor merluzo ciertamente fortalecer figura usted vaya ministro interior matthei ministra vocera así salvamos chile,Positive
Thu Mar 06 01:42:06 +0000 2025,0,7,1897462663833071864,False,@JMilei  Si te vendiste a russia con trump y su poder economico y una reunion con merluzo si ya habrazas  el comunismo con trump que te precocupa,si vendiste russia trump poder economico reunion merluzo si habrazas comunismo trump precocupa,Negative
Thu Mar 06 01:41:31 +0000 2025,0,1,1897462514339742045,True,@Elchemmsito2_0 Pero el merluzo es un pan de dios..jajaj,merluzo pan diosjajaj,Positive
Thu Mar 06 01:39:55 +0000 2025,0,149,1897462112122716334,True,@JoviNomas Estas describiendo al merluzo?,describiendo merluzo,Neutral
Thu Mar 06 01:37:56 +0000 2025,0,7,1897461614070079539,True,@CNNChile Queda poco para que este Merluzo inepto desaparezca… ya nadie lo pesca…,queda merluzo inepto desaparezca nadie pesca,Negative
Thu Mar 06 01:34:37 +0000 2025,0,38,1897460779760177341,True,"@GabrielBoric Ni te quedes pegado #Merluzo.

Avanza por un futuro mejor por un Chile más unido! GIL.",quedes pegado merluzo avanza futuro mejor chile unido gil,Negative
Thu Mar 06 01:34:20 +0000 2025,0,11,1897460709136482622,True,@Partido_NL @LehuedeJuan @Clabbem MERLUZO TRAVESTI WOKE Y VOTA @Jou_Kaiser   primarias el mismo día en la izquierda y la derecha. https://t.co/651gsKTHDd,merluzo travesti woke vota primarias mismo día izquierda derecha,Neutral
Thu Mar 06 01:33:59 +0000 2025,0,12,1897460617859993841,True,"@CalderonBassi ""No eran 30 años, tampoco 30 pesos, solo fue el merluzo que nos dejará sin ni un peso""
😂😂😂😂",años tampoco pesos solo merluzo dejará peso,Negative
Thu Mar 06 01:31:39 +0000 2025,0,10,1897460032008044901,True,@solo_gemma @medixi MERLUZO TRAVESTI WOKE Y VOTA @Jou_Kaiser   primarias o sino gana la izquierda https://t.co/bTQ7HuRKY4,merluzo travesti woke vota primarias sino gana izquierda,Neutral
Thu Mar 06 01:27:05 +0000 2025,0,11,1897458884584812909,True,"@GabrielBoric @Carolina_Toha Merluzo mitómano 😂
Con Tohá el crimen organizado avanzó en nuestro país y mientras ella hablaba de ""sensaciones"" ejecutaban a chilenos en la vía pública. Sin contar que fue tu cómplice cuando qisieron encubrir a Monsalve.",merluzo mitómano tohá crimen organizado avanzó país mientras hablaba sensaciones ejecutaban chilenos vía pública contar cómplice qisieron encubrir monsalve,Negative
Thu Mar 06 01:25:57 +0000 2025,0,6,1897458596968841501,True,@ravilusa @AlertaNews24 A si mismo es el merluzo un bot ! 😆🤣 el weas ni un brillo,si mismo merluzo bot weas brillo,Negative
Thu Mar 06 01:24:41 +0000 2025,0,248,1897458281129341362,True,@JuanCaMunozA Igual se ve mejor presentado que el Merluzo presidente,igual ve mejor presentado merluzo presidente,Positive
Thu Mar 06 01:23:57 +0000 2025,4,43,1897458094789071230,True,@DRESTRUM__Pl #CARIOLAGATE #CARIOLAGATE #CARIOLAGATE #CARIOLAGATE #CARIOLAGATE #CARIOLAGATE #CARIOLAGATE #CARIOLAGATE #CARIOLAGATE #CARIOLAGATE #CARIOLAGATE #CARIOLAGATE #CARIOLAGATE #CARIOLAGATE #CARIOLAGATE #CARIOLAGATE #CARIOLAGATE #CARIOLAGATE #CARIOLAGATE #CARIOLAGATE #CARIOLAGATE,cariolagate cariolagate cariolagate cariolagate cariolagate cariolagate cariolagate cariolagate cariolagate cariolagate cariolagate cariolagate cariolagate cariolagate cariolagate cariolagate cariolagate cariolagate cariolagate cariolagate cariolagate,Neutral
Thu Mar 06 01:22:20 +0000 2025,4,45,1897457686087647440,True,@DRESTRUM__Pl #CARIOLAGATE,cariolagate,Neutral
Thu Mar 06 01:19:48 +0000 2025,0,38,1897457049874670048,False,"X(Twitter) trending stat for: Tohá
Rank: 2
Best Position: 1
Total Tweets: 1.8M
Trending for: 21 hours Started trending at 2nd position with 
Y su epitafio dirá:
“Gollum Toh@,
hija de la ogra Fiona y de Lagos,
sierva del merluzo”
🐟🥷🏻🪦💩",xtwitter trending stat for tohá rank best position total tweets m trending for hours started trending at nd position with epitafio dirá gollum toh hija ogra fiona lagos sierva merluzo,Neutral
Thu Mar 06 01:17:03 +0000 2025,0,48,1897456356367495591,True,"@AndresKnet72253 @giuliana_nac El sector de derecha ya no apoya a ChileGuano, por algo el Labbé renunció a la UDI y se unió al PNL. ChileGuano le ha aprobado todo al Merluzo y este desgobierno tiene el descontrol en la frontera, y aún habrán zurdos votando x los mismos wns q no hacen nada frente a este caos",sector derecha apoya chileguano labbé renunció udi unió pnl chileguano aprobado merluzo desgobierno descontrol frontera aún zurdos votando x mismos wns q hacen frente caos,Negative
Thu Mar 06 01:16:19 +0000 2025,0,43,1897456173218926704,True,@KarolCariola TRÁFICO DE INFLUENCIAS ! TRÁFICO DE INFLUENCIAS ! TRÁFICO DE INFLUENCIAS ! TRÁFICO DE INFLUENCIAS ! TRÁFICO DE INFLUENCIAS ! TRÁFICO DE INFLUENCIAS ! TRÁFICO DE INFLUENCIAS ! TRÁFICO DE INFLUENCIAS ! TRÁFICO DE INFLUENCIAS ! TRÁFICO DE INFLUENCIAS ! TRÁFICO DE INFLUENCIAS !,tráfico influencias tráfico influencias tráfico influencias tráfico influencias tráfico influencias tráfico influencias tráfico influencias tráfico influencias tráfico influencias tráfico influencias tráfico influencias,Neutral
Thu Mar 06 01:14:58 +0000 2025,0,34,1897455833287442571,True,@CNNChile Te suena TRAFICO DE INFLUENCIAS ? En China te darían pena de muerte !,suena trafico influencias china darían pena muerte,Negative
Thu Mar 06 01:13:36 +0000 2025,0,27,1897455491963314405,True,"@d_rore @Amenaza_menor A ver, el arbóreo tiene un punto.

Qué tiene que ver el Merluzo aquí?",ver arbóreo punto ver merluzo aquí,Neutral
Thu Mar 06 01:12:44 +0000 2025,0,23,1897455273268138018,True,@cristian_arayal @Quiquita57 MERLUZO TRAVESTI WOKE Y VOTA  @Jou_Kaiser https://t.co/4rkVd59jTM,merluzo travesti woke vota,Neutral
Thu Mar 06 01:08:34 +0000 2025,0,68,1897454222754345042,True,"@EFEnoticias Merluzo atontado, el ni siquiera sabia la ubicación de Ucrania en un mapa hace tres años y viene a hablar huevadas",merluzo atontado siquiera sabia ubicación ucrania mapa hace tres años viene hablar huevadas,Negative
Thu Mar 06 01:07:31 +0000 2025,0,41,1897453957821223238,True,"@T13 Esta debería irse presa , en China seria condenada a muerte ( ese país que tonto le gusta a esta comunista )",debería irse presa china seria condenada muerte país tonto gusta comunista,Negative
Thu Mar 06 01:06:45 +0000 2025,0,14,1897453767794065558,True,"@ValeeBQ La minuta...
No me digan que el merluzo se fue al peral 😂",minuta digan merluzo peral,Negative
Thu Mar 06 01:05:59 +0000 2025,1,9,1897453573794832695,True,"@elfrente_amplio @GabrielBoric Haz vecho todo mal #merluzo porque eres un tipo inoperante e incompetente y lo sabes, con cueva sabes hacer una tabla dinámica.  Dejaste la cagada en el país,  lo destruiste completo, pero no es tu culpa es de la gente que te votó. @007Artemisa @_renzuc @ClintJoselito @gvelez86",haz vecho mal merluzo tipo inoperante incompetente sabes cueva sabes hacer tabla dinámica dejaste cagada país destruiste completo culpa gente votó,Negative
Thu Mar 06 01:05:23 +0000 2025,0,17,1897453422133305700,True,@tere_marinovic @PilarOpazoL @Gideon_Jeura @AnaMariaGazmuri @tomashirsch MERLUZO TRAVESTI WOKE Y VOTA  @Jou_Kaiser  hay que hacer primarias el mismo día en la izquierda y la derecha. https://t.co/Y0Pmm0UKZw,merluzo travesti woke vota hacer primarias mismo día izquierda derecha,Neutral
Thu Mar 06 01:02:04 +0000 2025,0,8,1897452587168755880,False,"Partidarios de primarias separadas responden a Boric: DC pide ""que se dedique a gobernar"" y FRVS a que no aplique ""dedazo"" #  NUNCA  A GOBERNADO
PORQUE NO SABE,EL ES UN LORO MERLUZO QUE SOLO REPITE LO QUE LE DICEN.  NO MAS IZQUIERDA SOLO ROBA AL PAIS,Y QUE CUENTA CON VIOLADORES .",partidarios primarias separadas responden boric dc pide dedique gobernar frvs aplique dedazo nunca gobernado sabeel loro merluzo solo repite dicen mas izquierda solo roba paisy cuenta violadores,Negative
Thu Mar 06 01:01:34 +0000 2025,0,14,1897452460609773904,True,@GobiernodeChile Demente descompensado,demente descompensado,Negative
Thu Mar 06 01:00:07 +0000 2025,6,551,1897452095067820237,True,@T13 Todos los ministros del merluzo son ineptos o corruptos...,ministros merluzo ineptos corruptos,Negative
Thu Mar 06 00:59:53 +0000 2025,0,28,1897452038344093924,True,"@Bala__Loca @Soy_Tu_Aji No, Matthei no, ella es zurda al igual que todo ChileVamos, le han aprobado todo al Merluzo y consideras votar por ella? Es que uds son wns?",matthei zurda igual chilevamos aprobado merluzo consideras votar uds wns,Negative
Thu Mar 06 00:58:54 +0000 2025,0,21,1897451788854305057,True,@canaldemati_ @P_rojasos MERLUZO TRAVESTI WOKE Y VOTA @Jou_Kaiser .  Doctor es urgente primarias https://t.co/EDavRA4Xi7,merluzo travesti woke vota doctor urgente primarias,Neutral
Thu Mar 06 00:58:24 +0000 2025,0,34,1897451666636488899,True,@JoviNomas Boric tiene solo 4 medio tampoco terminó y encubre violadores además de ser acusado de acoso sexual. Zurdo aweonado,boric solo medio tampoco terminó encubre violadores además ser acusado acoso sexual zurdo aweonado,Negative
Thu Mar 06 00:58:00 +0000 2025,4,80,1897451563888636220,True,@CNNChile Weona todo Chile sabe  que eres una vb incompetente !!,weona chile sabe vb incompetente,Negative
Thu Mar 06 00:56:23 +0000 2025,0,16,1897451155698876793,False,La cara del merluzo 🤣🤣🤣🤣 https://t.co/VbTvqyZEmk,cara merluzo,Negative
Thu Mar 06 00:55:24 +0000 2025,1,8,1897450909971403035,True,@fidelsenador @TDRementeria @KarolCariola Fidel te tendrás que retractar,fidel retractar,Negative
Thu Mar 06 00:54:37 +0000 2025,0,11,1897450711895695689,True,@cbellolio @TDRementeria Tráfico de influencias te parece poco weon ?,tráfico influencias parece weon,Negative
Thu Mar 06 00:54:09 +0000 2025,0,28,1897450593452450106,True,@KarolCariola @TDRementeria Weas que a nadie le interesa,weas nadie interesa,Negative
Thu Mar 06 00:53:51 +0000 2025,0,23,1897450517942456508,True,@CNNChile @TDRementeria Ahora dilo sin llorar !!! https://t.co/SckCXXQGSJ,ahora dilo llorar,Neutral
Thu Mar 06 00:53:33 +0000 2025,0,12,1897450443728412796,True,"@waldocarrasco @Carolina_Toha Lambeta de mierda !! Cállate la boca , esta señora debe irse a casa ya sabemos como funciona , como las weas, después de la cagada que tiene con el Merluzo, la gente será tan weona de votarla ,..",lambeta mierda cállate boca señora debe irse casa sabemos funciona weas después cagada merluzo gente tan weona votarla,Negative
Thu Mar 06 00:52:56 +0000 2025,6,114,1897450289168282108,True,@latercera Ahora dilo sin llorar !! Comunista del carajo,ahora dilo llorar comunista carajo,Negative
Thu Mar 06 00:49:20 +0000 2025,0,44,1897449384649855480,False,"X(Twitter) trending stat for: Tohá
Rank: 2
Best Position: 1
Total Tweets: 1.6M
Trending for: 19 hours Started trending at 2nd position 
Y su epitafio dirá:
“cogotito” Toh@,
kamikaze del merluzo”
🥷🏻🪦🐟

Kamikaze del merluzo “",xtwitter trending stat for tohá rank best position total tweets m trending for hours started trending at nd position epitafio dirá cogotito toh kamikaze merluzo kamikaze merluzo,Neutral
Thu Mar 06 00:47:57 +0000 2025,5,79,1897449036233253165,False,Esto  va a explotar wnes...espero el.merluzo termine luego,va explotar wnesespero elmerluzo termine luego,Negative
Thu Mar 06 00:47:32 +0000 2025,0,9,1897448930138378562,True,@jcarlosjofre @joseantoniokast Y estás llamando a votar por el Merluzo de la derecha 🤣🤣🤣,llamando votar merluzo derecha,Negative
Thu Mar 06 00:45:10 +0000 2025,0,6,1897448334916252104,True,@EugeFigueroaB Por qué??...si no es visita oficial??....o el merluzo en sus vacaciones tiene obligación de reunirse con presidente de los países que visite!!,quési visita oficialo merluzo vacaciones obligación reunirse presidente países visite,Negative
Thu Mar 06 00:43:45 +0000 2025,0,49,1897447979226714357,True,@chvnoticias A qué se va a reunir con ese tarado mental del merluzo,va reunir tarado mental merluzo,Negative
Thu Mar 06 00:43:42 +0000 2025,0,32,1897447963896524812,True,"@Caroline_walls6 75%!! Vienen con todo. Pero Chile era muy gris y fome, el merluzo queria mas diversidad.",vienen chile gris fome merluzo queria mas diversidad,Negative
Thu Mar 06 00:41:51 +0000 2025,0,14,1897447499649999241,True,@katitaporfia Chile no aguanta más gobiernos estilo el Merluzo!,chile aguanta gobiernos estilo merluzo,Negative
Thu Mar 06 00:41:25 +0000 2025,1,24,1897447390728290603,True,@dipuBobadilla El chapo elizalde salimos del fuego de la inepta de la lagartija para caer en el infierno el merluzo CTM quiere terminar de cagarle la vida a los chilenos,chapo elizalde salimos fuego inepta lagartija caer infierno merluzo ctm quiere terminar cagarle vida chilenos,Negative
Thu Mar 06 00:34:13 +0000 2025,1,98,1897445578226704661,True,@carreragonzalo @Partido_NL El plan de @GabrielBoric y los comunistas igual vamos a sacar a todas estas bostas comunachas del estado merluzo CTM,plan comunistas igual vamos sacar todas bostas comunachas merluzo ctm,Negative
Thu Mar 06 00:27:44 +0000 2025,0,54,1897443946672087303,True,@manuelsoteldo4 Y la respuesta del merluzo?,respuesta merluzo,Neutral
Thu Mar 06 00:26:02 +0000 2025,0,17,1897443518122995728,True,@darksoul624664 @canaldemati_ @Margari03240320 Y va a perder x masacre ajajajakak,va perder x masacre ajajajakak,Negative
Thu Mar 06 00:25:36 +0000 2025,1,17,1897443411977744790,True,"@Alberto85366967 @alvaroooooooo__ La mano negra de los Comunachos Genocidas , ladrones y corruptos 
@darksoul624664",mano negra comunachos genocidas ladrones corruptos,Negative
Thu Mar 06 00:25:20 +0000 2025,0,52,1897443341916127561,True,@ravilusa @AricaEmergenCH Y el merluzo que hizo en 3 años? Nada!!!!,merluzo hizo años,Negative
Thu Mar 06 00:21:02 +0000 2025,2,46,1897442260662288384,True,@Eduardo92126200 @AlbertJulian13 Que hizo por la migración? Quienes damos de comer al merluzo y los políticos somos quienes trabajamos.,hizo migración damos comer merluzo políticos trabajamos,Negative
Thu Mar 06 00:16:48 +0000 2025,0,15,1897441193912308080,True,"@ClaudioCrespoG @inddhh Otra derrota Octubrista !!!
🌳🪓
@darksoul624664",derrota octubrista,Negative
Thu Mar 06 00:15:01 +0000 2025,0,39,1897440748867314019,True,@InformaCosmos Si el merluzo,si merluzo,Neutral
Thu Mar 06 00:08:05 +0000 2025,0,17,1897439001935585784,True,@CNNChile Tiene mala memoria el Merluzo,mala memoria merluzo,Negative
Thu Mar 06 00:06:47 +0000 2025,0,13,1897438674452611428,True,@CNNChile Este merluzo miente,merluzo miente,Negative
Thu Mar 06 00:01:10 +0000 2025,0,6,1897437263111365040,True,@MilenaC18630691 @andrea_arlequin @CNNChile Los responsables son los que votaron por esta mierda de merluzo,responsables votaron mierda merluzo,Negative
Wed Mar 05 23:56:05 +0000 2025,0,80,1897435982460539370,False,"Me da rabia que haya carnaval en todos lados menos acá. No te pido algo nivel Brasil, pero algo piola como solía ser antes. Ya merluzo, regálanos un nuevo feriado antes que te vayas",da rabia carnaval lados menos acá pido nivel brasil piola solía ser merluzo regálanos nuevo feriado vayas,Negative
Wed Mar 05 23:55:14 +0000 2025,0,11,1897435767133102276,False,"Por fin una noticia buena, que pase rapidito el año para que se vaya el merluzo mitomano de @GabrielBoric",fin noticia buena pase rapidito año vaya merluzo mitomano,Positive
Wed Mar 05 23:54:20 +0000 2025,0,60,1897435540036665709,True,"@dedoindicee @giuliana_nac Falso, el legado de tu gordis y principalmente el merluzo. Investiga en que gobiernos han entrado más ilegales.",falso legado gordis principalmente merluzo investiga gobiernos entrado ilegales,Negative
Wed Mar 05 23:52:43 +0000 2025,0,28,1897435134271295745,True,"@sergiopablo @giuliana_nac SDW mentiroso, es legado del merluzo y tu gordis. En sus gobiernos han entrado cientos de miles de ilegales.",sdw mentiroso legado merluzo gordis gobiernos entrado cientos miles ilegales,Negative
Wed Mar 05 23:50:23 +0000 2025,0,12,1897434549849563401,True,@El_Ciudadano Quien pesca al merluzo que es un niñito mimado,pesca merluzo niñito mimado,Neutral
Wed Mar 05 23:46:29 +0000 2025,0,198,1897433566155506134,True,@Eduardo92126200 @AlbertJulian13 Otro SDW zurdo con la minuta. El merluzo y tu gordis trajeron a los inmigrantes ilegales. No mientas HDLGP.,sdw zurdo minuta merluzo gordis trajeron inmigrantes ilegales mientas hdlgp,Negative
Wed Mar 05 23:46:10 +0000 2025,0,16,1897433486853599468,False,"Que raro que no tiraron al Bacalao, a no al Merluzo de nuevo",raro tiraron bacalao merluzo nuevo,Negative
Wed Mar 05 23:45:20 +0000 2025,0,26,1897433277280989580,True,"@RobertoMerken Claro avance de a economia,no como lo ca dejar el mitomano  merluzo sin crecimiento, alta cesantia, con sicariatos muertes y delincuencia, los zurdos viven el mundo digney-worke con Narnia o son webones 🙄😅🤣🤣🤣😅🤣",claro avance economiano ca dejar mitomano merluzo crecimiento alta cesantia sicariatos muertes delincuencia zurdos viven mundo digneyworke narnia webones,Negative
Wed Mar 05 23:44:38 +0000 2025,0,19,1897433101632241729,True,"@Guarelito @Caplevi1540 Estos SDW zurdos siguen con la misma minuta. El presidente Piñera invitó a gente decente, no a delincuentes. Con tu merluzo y la grdis entraron muchos más inmigrantes ilegales.",sdw zurdos siguen misma minuta presidente piñera invitó gente decente delincuentes merluzo grdis entraron inmigrantes ilegales,Negative
Wed Mar 05 23:44:19 +0000 2025,1,66,1897433021772362218,True,@Eduardo92126200 @AlbertJulian13 Y que hizo el merluzo en 3 años?,hizo merluzo años,Negative
Wed Mar 05 23:40:16 +0000 2025,0,9,1897432001218597071,True,@InformaCosmos Don Merluzo,don merluzo,Neutral
Wed Mar 05 23:39:51 +0000 2025,0,10,1897431898542010708,False,El merluzo se va a  gastar pero nunca  se va a pulir,merluzo va gastar nunca va pulir,Negative
Wed Mar 05 23:38:20 +0000 2025,0,11,1897431513702019469,True,"@katitaporfia Votar por Toha es seguir con este gobierno del Merluzo, ya sabemos que la izquierda es igual a la pobreza, Matthei es la menos mala entre las 2 
, no se deja manipular, no es el títere de nadie, es muy llevada a sus ideas. La Toha no tiene huevos para una presidencia.",votar toha seguir gobierno merluzo sabemos izquierda igual pobreza matthei menos mala deja manipular títere nadie llevada ideas toha huevos presidencia,Negative
Wed Mar 05 23:35:22 +0000 2025,0,54,1897430768911089977,True,@manuelsoteldo4 Es que este merluzo es impresentable por donde se le mire @GabrielBoric 🤦🏻‍♂️ que vergüenza tenerlo de presidente. Increíble,merluzo impresentable mire vergüenza tenerlo presidente increíble,Negative
Wed Mar 05 23:35:07 +0000 2025,0,8,1897430704079655058,True,"@crovanos Por eso misma estamos hasta el loly con el merluzo,lo único que están bien son lo weones apitutados en los cargo público, lo periodista que les pagan y los partidos de izquierda que roban como locos, y los parientes y amigos 🤣😅😅🤣🤣🤣🤣🤣🤣",misma loly merluzolo único bien weones apitutados cargo público periodista pagan partidos izquierda roban locos parientes amigos,Negative
Wed Mar 05 23:32:50 +0000 2025,0,10,1897430132907765828,True,"@GabrielBoric Aprendete bien el nombre.
Merluzo 😝😝😝",aprendete bien nombre merluzo,Neutral
Wed Mar 05 23:31:58 +0000 2025,0,23,1897429913675698502,False,“Del Merluzo a la Avestruz”,merluzo avestruz,Neutral
Wed Mar 05 23:31:41 +0000 2025,4,188,1897429842657710126,True,"@fule_dot todo Chile Vamos son de la izquierda ahora. Felices votaron el robo previsional de El Merluzo. Schalper esta a la altura del intelecto d Winter, Grau, Ibañez y Manouchehri.",chile vamos izquierda ahora felices votaron robo previsional merluzo schalper altura intelecto d winter grau ibañez manouchehri,Negative
Wed Mar 05 23:31:13 +0000 2025,0,24,1897429724709970116,True,@RodriguezManuel En tu casa no es bienvenido,casa bienvenido,Negative
Wed Mar 05 23:28:41 +0000 2025,5,725,1897429084877013338,False,“Del Merluzo a la Pescá”,merluzo pescá,Neutral
Wed Mar 05 23:28:33 +0000 2025,0,16,1897429052669276600,True,"@manuelsoteldo4 Este NO es un merluzo, es un MOJON.",merluzo mojon,Negative
Wed Mar 05 23:27:01 +0000 2025,0,7,1897428666914672953,True,"@T13 La fiscalía es independiente, no tiene que darle ninguna explicación al merluzo hediondo a raja ni a su cardumen de secuaces",fiscalía independiente darle ninguna explicación merluzo hediondo raja cardumen secuaces,Negative
Wed Mar 05 23:24:51 +0000 2025,0,35,1897428124272337039,True,"@frankyto1402 @ReneFG Kast y Kayser se hacen un par de chalas con el sr Merluzo, ubícate. Este gallo va a completar 4 años dando jugo. Su éxito ha sido solucionarle la vida a sus compañeres incompetentes pagándoles buenos sueldos con nuestros impuestos",kast kayser hacen par chalas sr merluzo ubícate gallo va completar años dando jugo éxito sido solucionarle vida compañeres incompetentes pagándoles buenos sueldos impuestos,Negative
Wed Mar 05 23:24:43 +0000 2025,0,90,1897428088750797044,True,@T13 LA VALENTIA DE ENCUBRIR CIENTOS DE MUERTOS EL 27F O LA VALENTIA DE ENCUBRIR GENOCIDAS ?? https://t.co/G2AW1GkZva,valentia encubrir cientos muertos f valentia encubrir genocidas,Negative
Wed Mar 05 23:21:25 +0000 2025,0,4,1897427259218133070,False,merluzo CR ! 😡,merluzo cr,Positive
Wed Mar 05 23:14:06 +0000 2025,0,15,1897425416035446928,True,"@merluzodepincho @LRsecreta Merluzo buscate una novia y déjame tranquila, cariño.",merluzo buscate novia déjame tranquila cariño,Negative
Wed Mar 05 23:13:59 +0000 2025,1,14,1897425388424585682,True,@loretosenadora @Carolina_Toha Par de Estupidas!  ponte a bailar también Carvajal,par estupidas ponte bailar carvajal,Negative
